#,0,1,2,3,4,5,6,7,8,9,10,11
50061,STR,1,,20004,20010,0,0,0,1,1,,0
50062,CON,1,,20004,20010,0,0,0,1,1,,0
50063,AGI,1,,20004,20010,0,0,0,1,1,,0
50064,VIT,1,,20004,20010,0,0,0,1,1,,0
50065,COM,1,,20004,20010,0,0,0,1,1,,0
50066,WIL,1,,20004,20010,0,0,0,1,1,,0
50015,FAS,1,,20004,20010,0,0,0,1,1,,0
51361,STR,1,%,20004,20010,0,50061,0,1,1,STR,0
51362,CON,1,%,20004,20010,0,50062,0,1,1,CON,0
51363,AGI,1,%,20004,20010,0,50063,0,1,1,AGI,0
51364,VIT,1,%,20004,20010,0,50064,0,1,1,VIT,0
51365,COM,1,%,20004,20010,0,50065,0,1,1,COM,0
51366,WIL,1,%,20004,20010,0,50066,0,1,1,WIL,0
50071,Forceful,1,,20004,20010,0,0,1,1,0,,0
50072,Finesse,1,,20004,20010,0,0,1,1,0,,0
50073,Swift,1,,20004,20010,0,0,1,1,0,,0
50092,Forceful,1,%,20004,20010,0,50071,1,1,1,Forceful,0
50093,Finesse,1,%,20004,20010,0,50072,1,1,1,Finesse,0
50094,Swift,1,%,20004,20010,0,50073,1,1,1,Swift,0
50081,PhD,1,,20004,20010,0,0,1,1,1,,0
50082,QiD,1,,20004,20010,0,0,1,1,1,,0
50084,Absorb,1,,20004,20010,0,0,1,1,1,,0
50085,Parry,1,,20004,20010,0,0,1,1,1,,0
50086,Evasion,1,,20004,20010,0,0,1,1,1,,0
50083,InB,1,,20004,20010,0,0,1,1,1,,0
51367,PhD,1,%,20004,20010,0,50081,1,1,1,PhD,0
51368,QiD,1,%,20004,20010,0,50082,1,1,1,QiD,0
51370,Absorb,1,%,20004,20010,0,50084,1,1,1,Absorb,0
51371,Parry,1,%,20004,20010,0,50085,1,1,1,Parry,0
51372,Evasion,1,%,20004,20010,0,50086,1,1,1,Evasion,0
51369,InB,1,%,20004,20010,0,50083,1,1,1,InB,0
50501,Music,1,,20004,20010,0,0,0,1,1,,0
50502,Chess,1,,20004,20010,0,0,0,1,1,,0
50503,Literature,1,,20004,20010,0,0,0,1,1,,0
50504,Paint,1,,20004,20010,0,0,0,1,1,,0
50505,Math,1,,20004,20010,0,0,0,1,1,,0
50506,Appreciation,1,,20004,20010,0,0,0,1,1,,0
50507,Smithing,1,,20004,20010,0,0,0,1,1,,0
50508,Woodworking,1,,20004,20010,0,0,0,1,1,,0
50509,Medicine,1,,20004,20010,0,0,0,1,1,,0
50510,Toxicology,1,,20004,20010,0,0,0,1,1,,0
50511,Weaving,1,,20004,20010,0,0,0,1,1,,0
50512,Crafting,1,,20004,20010,0,0,0,1,1,,0
50513,Taoism,1,,20004,20010,0,0,0,1,1,,0
50514,Buddhism,1,,20004,20010,0,0,0,1,1,,0
50515,Cooking,1,,20004,20010,0,0,0,1,1,,0
50516,Miscellaneous Knowledge,1,,20004,20010,0,0,0,1,1,,0
50601,Force,1,,20004,20010,0,0,0,1,1,,0
50602,Footwork,1,,20004,20010,0,0,0,1,1,,0
50603,Stunt,1,,20004,20010,0,0,0,1,1,,0
50604,Fist,1,,20004,20010,0,0,0,1,1,,0
50605,Finger,1,,20004,20010,0,0,0,1,1,,0
50606,Kick,1,,20004,20010,0,0,0,1,1,,0
50607,Hidden Weapon,1,,20004,20010,0,0,0,1,1,,0
50608,Sword,1,,20004,20010,0,0,0,1,1,,0
50609,Blade,1,,20004,20010,0,0,0,1,1,,0
50610,Long Staff,1,,20004,20010,0,0,0,1,1,,0
50611,Special,1,,20004,20010,0,0,0,1,1,,0
50612,Soft Weapon,1,,20004,20010,0,0,0,1,1,,0
50613,Range Weapon,1,,20004,20010,0,0,0,1,1,,0
50614,Musical Instrument,1,,20004,20010,0,0,0,1,1,,0
50013,Health limit,1,,20004,20010,0,0,0,0,1,,0
50032,ExtI limit,1,,20004,20010,0,0,1,1,1,,0
50033,IntI limit,1,,20004,20010,0,0,1,1,1,,0
50095,Ext Dmg,1,%,20004,20010,0,0,1,1,1,,0
50096,Int Dmg,1,%,20004,20010,0,0,1,1,1,,0
50097,Brk PhD,1,%,20004,20010,0,0,1,1,1,,0
50098,Brk QiD,1,%,20004,20010,0,0,1,1,1,,0
51104,Stance Cost,1,%,20010,20004,0,0,1,1,1,,0
51103,Qi Cost,1,%,20010,20004,0,0,1,1,1,,0
50022,Def Rate,1,%,20004,20010,0,0,1,1,1,,0
50023,Heal Rate,1,%,20004,20010,0,0,1,1,1,,0
51110,Detox. Rate,1,%,20004,20010,0,0,1,1,1,,0
51105,Force Bonus,1,%,20008,20008,0,0,1,1,1,,0
51106,Cast Speed,1,%,20004,20010,0,0,1,1,1,,0
51107,Atk Speed,1,%,20004,20010,0,0,1,1,1,,0
51108,Wepon Switch,1,%,20004,20010,0,0,1,1,1,,0
51109,Mov Speed,100,,20004,20010,0,0,1,1,1,,0
51111,Mov Dis.,100,,20004,20010,0,0,1,1,1,,0
51102,Stance Spd,100,,20004,20010,0,0,1,1,1,,0
51101,Qi Spd,100,,20004,20010,0,0,1,1,1,,0
50041,Res Fierce,1,,20004,20010,0,50042|50043|50044|50045|50046,1,1,1,All Resistance,1
50042,Res Depressed,1,,20004,20010,0,0,1,1,1,,0
50043,Res Cold,1,,20004,20010,0,0,1,1,1,,0
50044,Res Heat,1,,20004,20010,0,0,1,1,1,,0
50045,Res Corrupt,1,,20004,20010,0,0,1,1,1,,0
50046,Res Psychedelic,1,,20004,20010,0,0,1,1,1,,0
50040,InB Turbulence,10,,20010,20004,0,0,0,0,1,,0
52001,Exquisite,1,,20008,20008,0,0,0,1,1,,0
52002,Intelligent,1,,20008,20008,0,0,0,1,1,,0
52003,Swimming,1,,20008,20008,0,0,0,1,1,,0
52004,Toughness,1,,20008,20008,0,0,0,1,1,,0
52005,Patient,1,,20008,20008,0,0,0,1,1,,0
52006,Calm,1,,20008,20008,0,0,0,1,1,,0
52007,Luck,1,,20008,20008,0,0,0,1,1,,0
50024,Birth,1,%,20004,20010,0,0,0,1,1,,0
50206,Relationship change,1,Year,20008,20008,0,0,0,1,1,,0
50209,Mood change,100, / Year,20004,20010,0,0,0,1,1,,0
11,EXI,10,%,20010,20004,1,0,0,1,0,,0
12,INI,10,%,20010,20004,1,0,0,1,0,,0
13,Health,1,,20004,20010,1,0,0,1,0,,0
39,InB Turbulence,1,,20010,20004,1,0,0,1,0,,0
61,Fierce,1,,20008,20003,1,0,0,1,0,,0
62,Depressed,1,,20006,20003,1,0,0,1,0,,0
63,Cold,1,,20005,20003,1,0,0,1,0,,0
64,Heat,1,,20010,20003,1,0,0,1,0,,0
65,Corrupt,1,,20004,20003,1,0,0,1,0,,0
66,Psychedelic,1,,20007,20003,1,0,0,1,0,,0
92,Loot Rate,1,%,20004,20010,0,0,0,1,0,,0
93,Exorcism,1,%,20004,20010,0,0,0,1,0,,0
907,Travel Speed,1,%,20004,20010,0,0,0,1,0,,0
908,Baggage Cap.,100,,20004,20010,0,0,0,1,0,,0
